2022,10,15,12,10,75.906000
2022,10,15,12,20,48.775000
2022,10,15,12,30,38.739000
2022,10,15,12,40,33.145000
2022,10,15,12,50,31.619000
2022,10,15,13,0,27.401000
2022,10,15,13,10,27.297000
2022,10,15,13,20,29.571000
2022,10,15,13,30,29.024000
2022,10,15,13,40,24.925000
2022,10,15,13,50,23.596000
2022,10,15,14,0,21.745000
2022,10,15,14,10,18.110000
2022,10,15,14,20,21.187000
2022,10,15,14,30,20.846000
2022,10,15,14,40,20.652000
2022,10,15,14,50,20.312000
2022,10,15,15,0,19.501000
2022,10,15,15,10,18.119000
2022,10,15,15,20,22.066000
2022,10,15,15,30,21.633000
2022,10,15,15,40,21.048000
2022,10,15,15,50,18.922000
2022,10,15,16,0,19.158000
2022,10,15,16,10,17.856000
2022,10,15,16,20,21.078000
2022,10,15,16,30,21.281000
2022,10,15,16,40,20.675000
2022,10,15,16,50,19.166000
2022,10,15,17,0,18.002000
2022,10,15,17,10,17.067000
2022,10,15,17,20,21.007000
2022,10,15,17,30,21.291000
2022,10,15,17,40,20.455000
2022,10,15,17,50,19.348000
2022,10,15,18,0,19.545000
2022,10,15,18,10,16.750000
2022,10,15,18,20,22.155000
2022,10,15,18,30,23.166000
2022,10,15,18,40,22.176000
2022,10,15,18,50,20.445000
2022,10,15,19,0,18.900000
2022,10,15,19,10,17.379000
2022,10,15,19,20,15.192000
2022,10,15,19,30,16.050000
2022,10,15,19,40,19.432000
2022,10,15,19,50,21.111000
2022,10,15,20,0,19.673000
2022,10,15,20,10,17.897000
2022,10,15,20,20,16.573000
2022,10,15,20,30,16.304000
2022,10,15,20,40,15.435000
2022,10,15,20,50,14.544000
2022,10,15,21,0,13.120000
2022,10,15,21,10,12.837000
2022,10,15,21,20,12.119000
2022,10,15,21,30,12.067000
2022,10,15,21,40,11.734000
2022,10,15,21,50,14.663000
2022,10,15,22,0,14.754000
2022,10,15,22,10,15.342000
2022,10,15,22,20,14.109000
2022,10,15,22,30,14.736000
2022,10,15,22,40,13.366000
2022,10,15,22,50,13.605000
2022,10,15,23,0,12.577000
2022,10,15,23,10,11.686000
2022,10,15,23,20,12.209000
2022,10,15,23,30,11.052000
2022,10,15,23,40,12.839000
2022,10,15,23,50,11.904000
