2022,10,5,0,10,87.738000
2022,10,5,0,20,36.385000
2022,10,5,0,30,29.232000
2022,10,5,0,40,23.349000
2022,10,5,0,50,17.074000
2022,10,5,1,0,17.203000
2022,10,5,1,10,16.791000
2022,10,5,1,20,19.826000
2022,10,5,1,30,16.965000
2022,10,5,1,40,15.342000
2022,10,5,1,50,16.330000
2022,10,5,2,0,14.983000
2022,10,5,2,10,13.117000
2022,10,5,2,20,15.874000
2022,10,5,2,30,13.044000
2022,10,5,2,40,14.137000
2022,10,5,2,50,11.123000
2022,10,5,3,0,12.927000
2022,10,5,3,10,12.879000
2022,10,5,3,20,8.171000
2022,10,5,3,40,16.094000
2022,10,5,4,10,19.960000
2022,10,5,4,20,12.589000
2022,10,5,4,30,11.218000
2022,10,5,4,40,10.690000
2022,10,5,4,50,12.691000
2022,10,5,5,0,17.362000
2022,10,5,5,40,28.602000
2022,10,5,5,50,20.025000
2022,10,5,6,0,21.667000
2022,10,5,6,10,25.062000
2022,10,5,6,20,32.190000
2022,10,5,6,30,31.101000
2022,10,5,6,40,35.779000
2022,10,5,6,50,41.747000
2022,10,5,7,0,41.098000
2022,10,5,7,10,37.956000
2022,10,5,7,20,36.260000
2022,10,5,7,30,36.250000
2022,10,5,7,40,39.046000
2022,10,5,7,50,30.643000
2022,10,5,8,0,25.595000
2022,10,5,8,10,24.146000
2022,10,5,8,20,22.498000
2022,10,5,8,30,21.483000
2022,10,5,8,40,20.783000
2022,10,5,8,50,20.459000
2022,10,5,9,0,21.339000
2022,10,5,9,10,19.438000
2022,10,5,9,20,20.568000
2022,10,5,9,30,14.033000
2022,10,5,9,40,13.060000
2022,10,5,9,50,20.002000
2022,10,5,10,0,19.781000
2022,10,5,10,10,13.768000
2022,10,5,10,20,12.011000
2022,10,5,10,30,18.793000
2022,10,5,10,40,18.664000
2022,10,5,10,50,17.328000
2022,10,5,11,0,17.885000
2022,10,5,11,10,18.150000
2022,10,5,11,20,18.066000
2022,10,5,11,30,18.246000
2022,10,5,11,40,14.336000
2022,10,5,11,50,17.532000
